qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.06494283676147461,0.11655831336975098,0.11407995223999023,0.14532732963562012,0.12598371505737305,0.15227341651916504,0.05555129051208496
0.06299066543579102,0.11011242866516113,0.11259126663208008,0.134415864944458,0.12995100021362305,0.15078449249267578,0.05555248260498047
0.06448006629943848,0.11358428001403809,0.12350296974182129,0.12449526786804199,0.12796783447265625,0.15081524848937988,0.05601787567138672
0.06894397735595703,0.11507296562194824,0.11457562446594238,0.14185571670532227,0.12697577476501465,0.15227222442626953,0.05555152893066406
0.06447958946228027,0.11259055137634277,0.1135857105255127,0.12303781509399414,0.13587284088134766,0.15078282356262207,0.055056095123291016
0.06547379493713379,0.11606287956237793,0.11857056617736816,0.1378934383392334,0.1329026222229004,0.1542820930480957,0.057997941970825195
0.0640110969543457,0.11603713035583496,0.11655831336975098,0.12995147705078125,0.13243484497070312,0.15080904960632324,0.055055856704711914
0.06445097923278809,0.12201547622680664,0.11507129669189453,0.1294841766357422,0.1279432773590088,0.15474820137023926,0.05555129051208496
0.06450724601745605,0.11604142189025879,0.12052345275878906,0.14185428619384766,0.12898778915405273,0.1507563591003418,0.055056095123291016
0.06547141075134277,0.11705589294433594,0.11110472679138184,0.1344151496887207,0.12846589088439941,0.16469645500183105,0.05505824089050293
0.06197357177734375,0.11060714721679688,0.11308789253234863,0.13491082191467285,0.12697672843933105,0.15177440643310547,0.055055856704711914
0.06596779823303223,0.11209583282470703,0.11309003829956055,0.12697505950927734,0.12499165534973145,0.15276789665222168,0.0550844669342041
0.06450891494750977,0.11457014083862305,0.11606693267822266,0.128464937210083,0.1274726390838623,0.1497650146484375,0.06150197982788086
0.06299114227294922,0.11011171340942383,0.11460304260253906,0.13984465599060059,0.1244957447052002,0.15127921104431152,0.056047916412353516
0.06249547004699707,0.11507177352905273,0.11658716201782227,0.1284637451171875,0.13193821907043457,0.16116929054260254,0.05505561828613281
0.06349039077758789,0.11407828330993652,0.11361074447631836,0.12992358207702637,0.13193583488464355,0.15078401565551758,0.055551767349243164
0.06698846817016602,0.11755132675170898,0.11705350875854492,0.1299269199371338,0.127471923828125,0.15130972862243652,0.05455732345581055
0.06197094917297363,0.1150979995727539,0.11901378631591797,0.13193559646606445,0.12749886512756348,0.15025901794433594,0.05455970764160156
0.06401205062866211,0.11306047439575195,0.11606407165527344,0.12601041793823242,0.12397336959838867,0.1503126621246338,0.05505967140197754
0.06544351577758789,0.11556696891784668,0.12102365493774414,0.12548828125,0.1284637451171875,0.15028786659240723,0.06450963020324707
0.0624995231628418,0.11603093147277832,0.11209630966186523,0.13689541816711426,0.12697672843933105,0.15028762817382812,0.055083513259887695
0.06299114227294922,0.12003445625305176,0.12052512168884277,0.12995076179504395,0.13243436813354492,0.1508169174194336,0.055058956146240234
0.06394720077514648,0.11358284950256348,0.11358380317687988,0.13193941116333008,0.13094329833984375,0.1512761116027832,0.055552005767822266
0.06348991394042969,0.11308574676513672,0.11259174346923828,0.1294558048248291,0.12598443031311035,0.15028738975524902,0.055551767349243164
0.06398367881774902,0.11606287956237793,0.11556768417358398,0.12799572944641113,0.12794137001037598,0.14979004859924316,0.055055856704711914
0.06348800659179688,0.11804771423339844,0.11705565452575684,0.1314396858215332,0.12598443031311035,0.15028786659240723,0.05505681037902832
0.06500482559204102,0.12399721145629883,0.11705613136291504,0.12944650650024414,0.12847304344177246,0.1567082405090332,0.055055856704711914
0.06550192832946777,0.11355376243591309,0.11460399627685547,0.1304183006286621,0.13494014739990234,0.1547243595123291,0.055551767349243164
0.06398415565490723,0.11953592300415039,0.10961461067199707,0.15180468559265137,0.13292956352233887,0.15174603462219238,0.05604720115661621
0.06348848342895508,0.11358380317687988,0.11011171340942383,0.14284777641296387,0.1284637451171875,0.14979076385498047,0.05555605888366699
0.06546974182128906,0.11259102821350098,0.10964322090148926,0.12251138687133789,0.12697672843933105,0.15177488327026367,0.05505681037902832
0.06345844268798828,0.11705565452575684,0.10912013053894043,0.1265101432800293,0.1294269561767578,0.14979147911071777,0.054559946060180664
0.06249570846557617,0.11060810089111328,0.11407947540283203,0.1254880428314209,0.12796902656555176,0.15772628784179688,0.055055856704711914
0.06448006629943848,0.11606383323669434,0.11159992218017578,0.14185595512390137,0.12995243072509766,0.15177559852600098,0.05505561828613281
0.06398320198059082,0.11557149887084961,0.11459660530090332,0.12697839736938477,0.12694859504699707,0.14979100227355957,0.05555224418640137
0.06348848342895508,0.11063265800476074,0.11705875396728516,0.12893080711364746,0.12697601318359375,0.15177583694458008,0.055551767349243164
0.06299209594726562,0.11606359481811523,0.11510848999023438,0.13537216186523438,0.12799525260925293,0.1507568359375,0.05458641052246094
0.06345820426940918,0.11507201194763184,0.11209559440612793,0.12598347663879395,0.1294560432434082,0.15081787109375,0.05504894256591797
0.06398391723632812,0.11305975914001465,0.11557364463806152,0.13589763641357422,0.12598371505737305,0.15227293968200684,0.06202387809753418
0.06396102905273438,0.11559462547302246,0.1185150146484375,0.13097214698791504,0.1259777545928955,0.14977049827575684,0.05507969856262207
0.06200098991394043,0.11308860778808594,0.11903762817382812,0.12353181838989258,0.12744450569152832,0.16271734237670898,0.055027008056640625
0.06401348114013672,0.11504435539245605,0.11360788345336914,0.1378612518310547,0.1274702548980713,0.15924644470214844,0.06646156311035156
0.06395721435546875,0.1160898208618164,0.1125640869140625,0.12548422813415527,0.1279735565185547,0.16367602348327637,0.05555152893066406
0.06348776817321777,0.11655974388122559,0.11655974388122559,0.12052726745605469,0.1274712085723877,0.1513080596923828,0.055028676986694336
0.06748390197753906,0.11305880546569824,0.11655998229980469,0.1359093189239502,0.13292241096496582,0.14982199668884277,0.0550541877746582
0.06348705291748047,0.11703276634216309,0.11410284042358398,0.12496352195739746,0.12998270988464355,0.15921330451965332,0.05503058433532715
0.06398367881774902,0.11606597900390625,0.11457180976867676,0.13590502738952637,0.12995028495788574,0.15028762817382812,0.055056095123291016
0.06398391723632812,0.11656022071838379,0.11358332633972168,0.12352776527404785,0.12648320198059082,0.1517493724822998,0.05505561828613281
0.07539176940917969,0.11060786247253418,0.11410927772521973,0.128434419631958,0.12598347663879395,0.15723061561584473,0.054559946060180664
0.06348800659179688,0.11457633972167969,0.11755180358886719,0.1304473876953125,0.1274714469909668,0.15177702903747559,0.055552005767822266
0.06447935104370117,0.11457681655883789,0.11705446243286133,0.1264791488647461,0.1264805793762207,0.15921497344970703,0.055055856704711914
0.062496185302734375,0.11209654808044434,0.11011171340942383,0.13692331314086914,0.1284635066986084,0.15224504470825195,0.05508303642272949
0.06349515914916992,0.11406898498535156,0.11157727241516113,0.12598085403442383,0.1304490566253662,0.1522989273071289,0.05505228042602539
0.06299710273742676,0.1125650405883789,0.11311030387878418,0.1294558048248291,0.12893199920654297,0.14979195594787598,0.055055856704711914
0.06348848342895508,0.11606192588806152,0.11804795265197754,0.13540911674499512,0.12749862670898438,0.15075945854187012,0.05508136749267578
0.06147599220275879,0.11308717727661133,0.11063528060913086,0.12397193908691406,0.1284632682800293,0.15028786659240723,0.055055856704711914
0.06299185752868652,0.11655998229980469,0.11556816101074219,0.1284635066986084,0.138383150100708,0.15227079391479492,0.05505657196044922
0.06249547004699707,0.11259150505065918,0.11358404159545898,0.1314394474029541,0.1284651756286621,0.15227174758911133,0.055055856704711914
0.06348800659179688,0.11361074447631836,0.11206912994384766,0.12151861190795898,0.12697577476501465,0.15375947952270508,0.055552005767822266
0.06448006629943848,0.11259245872497559,0.1294560432434082,0.14086294174194336,0.1294565200805664,0.15626811981201172,0.055054426193237305
0.06497526168823242,0.11410975456237793,0.11504292488098145,0.13739013671875,0.13441753387451172,0.1522994041442871,0.055055856704711914
0.06249713897705078,0.11655545234680176,0.11405515670776367,0.13047575950622559,0.12893128395080566,0.15379023551940918,0.05455946922302246
0.06497526168823242,0.1116023063659668,0.11405014991760254,0.12849068641662598,0.1279432773590088,0.15428376197814941,0.055548667907714844
0.07040524482727051,0.11209774017333984,0.11360788345336914,0.14430904388427734,0.12796759605407715,0.15276646614074707,0.055552005767822266
0.0793600082397461,0.11705589294433594,0.11312317848205566,0.12545394897460938,0.13692617416381836,0.15174460411071777,0.05505657196044922
0.06497645378112793,0.11407971382141113,0.1284642219543457,0.12499189376831055,0.12697577476501465,0.15276765823364258,0.05505800247192383
0.07541608810424805,0.11408066749572754,0.10961604118347168,0.13391947746276855,0.13587570190429688,0.15227317810058594,0.054587602615356445
0.06447839736938477,0.1165611743927002,0.11606311798095703,0.13891005516052246,0.12744140625,0.15028762817382812,0.06596779823303223
0.06448054313659668,0.12300705909729004,0.1264801025390625,0.1225121021270752,0.13193583488464355,0.15028977394104004,0.055052995681762695
0.06299185752868652,0.11358523368835449,0.11262035369873047,0.13488268852233887,0.12598371505737305,0.1597118377685547,0.06497478485107422
0.06301689147949219,0.11752629280090332,0.1121220588684082,0.12499403953552246,0.12992477416992188,0.1557445526123047,0.056046485900878906
0.06348752975463867,0.11559486389160156,0.1125636100769043,0.12300777435302734,0.12945556640625,0.14979171752929688,0.055055856704711914
0.06249594688415527,0.11259222030639648,0.11308693885803223,0.1264808177947998,0.1284627914428711,0.15028762817382812,0.054559946060180664
